Company;Model;Date;User;Rating;Usage;Review
Lexus;LX;30 Jan 2020;Shobitro Cha..;5.0; Tours;Very good premium luxury seven seater SUV, very comfortable to handle and drive and the features and specs are even better than Mercedes GLS
Lexus;LX;7 Aug 2019;Gadget Store;4.7; Family Car | Daily Commute ;It is very good and it is a luxury car
