Company;Model;Date;User;Rating;Usage;Review
LandRover;DiscoverySport;13 Feb 2020;GB Manish;5.0; Occasional Commute;The all new discovery sport look stylish and I really liked the stearing wheel like the range rover and the map in th c**k pit.excellent land rover all a great success waiting to see it on Indian roads🙂🔥
LandRover;DiscoverySport;21 Jul 2020;DARK AVENGER;4.3; Daily Commute;it a nice a car on the evoque platform . i have a evoque too but this one is my FAVOURITE
